variable name,title,element type,version,definition,short description,datatype,maximum character quantity,input restriction,minimum value,maximum value,permissible values,permissible value descriptions,permissible value output codes,unit of measure,guidelines/instructions,notes,preferred question text,keywords,references,population.all,domain.general (for all diseases),domain.traumatic brain injury,domain.Parkinson's disease,domain.Friedreich's ataxia,domain.stroke,domain.amyotrophic lateral sclerosis,domain.Huntington's disease,domain.multiple sclerosis,domain.neuromuscular diseases,domain.myasthenia gravis,domain.spinal muscular atrophy,domain.Duchenne muscular dystrophy/Becker muscular dystrophy,domain.congenital muscular dystrophy,domain.spinal cord injury,domain.headache,domain.epilepsy,classification.general (for all diseases),classification.acute hospitalized,classification.concussion/mild TBI,classification.epidemiology,classification.moderate/severe TBI: rehabilitation,classification.Parkinson's disease,classification.Friedreich's ataxia,classification.stroke,classification.amyotrophic lateral sclerosis,classification.Huntington's disease,classification.multiple sclerosis,classification.neuromuscular diseases,classification.myasthenia gravis,classification.spinal muscular atrophy,classification.Duchenne muscular dystrophy/Becker muscular dystrophy,classification.congenital muscular dystrophy,classification.spinal cord injury,classification.headache,classification.epilepsy,historical notes,Label(s),see also,submitting organization name,submitting contact name,submitting contact information,effective date,until date,steward organization name,steward contact name,steward contact information,creation date,last change date,administrative status
Neck_AIS,Neck AIS,UDE,1,AIS severity of injury for this body region,AIS severity of injury for this body region,NUMERIC,,1,,,"{5,6,2,1,4,3}","{5,6,2,1,4,3}","{NULL,NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Numgrps_chrts,Number of groups/cohorts,CDE,1,Number of study groups/cohorts.,Number of study groups/cohorts.,NUMERIC,5,0,1,5,{NULL},{NULL},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O2Sat,Oxygen Saturation,UDE,1,"Value, as a percent, of baseline O2 saturation (SPO2) in nocturnal oximetry",First recorded oxygen saturation in the hospital within 30 minutes or less of hospital arrival,NUMERIC,100,0,0,100,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obsrvtnlstdymdl,Observational study model,CDE,1,Primary strategy for participant identification and follow-up.,Primary strategy for participant identification and follow-up,ALPHANUMERIC,,1,,,"{4,6,1,5,2,3}","{""Case-Crossover Characteristics of case immediately prior to disease onset (sometimes called the hazard period) compared to characteristics of same case at a prior time"",""otherFamily-Based: Studies conducted among family members, such as genetic studies within families or twin studies and studies of family environment. Other: Explain in Detailed Description."",""Cohort Group of individuals, initially defined and composed, with common characteristics who are examined or traced over a given time period"",""Ecologic or Community Studies Geographically defined populations, such as countries or regions within a country, compared on a variety of environmental (for example, air pollution intensity, hours of sunlight) and/or global measures not reducible to individual level characteristics (for example, healthcare system, laws or policies median income, average fat intake, disease rate)."",""Case-Control Group of individuals with specific characteristics (for example, conditions or exposures) compared to group(s) with different characteristics, but otherwise similar"",""Case-Only Single group of individuals with specific characteristics""}","{NULL,NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obsrvtnlstdymdl_othr,Observational study model - other,CDE,1,Observational Study Model - Other Description,Observational Study Model - Other Description,ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtsdeCT,Outside CT Scan,UDE,1,CT scan performed at outside facility,CT scan performed at outside facility,ALPHANUMERIC,,1,,,"{2,1}","{no,yes}","{NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovrllrcrtmntstats,Overall recruitment status,CDE,1,"The recruitment status for the clinical study as a whole, based upon the status of the individual sites. If at least one facility in a multi-site clinical study has an Individual Site Status of ""Recruiting,"" then the Overall Recruitment Status for the study must be ""Recruiting.""",Recruitment status for the study as a whole,NUMERIC,,1,,,"{2,7,3,4,5,1,8,6}","{""2 Participants are currently being recruited, whether or not any participants have yet been enrolled"",""7 Study halted prematurely and will not resume, participants are no longer being examined or receiving intervention"",""3 Participants are being (or will be) selected from a predetermined population"",""4  Study is continuing, meaning participants are receiving an intervention or being examined, but new participants are not currently being recruited or enrolled"",""5 The study has concluded normally"",""1 Participants are not yet being recruited"",""8 study halted prematurely, prior to enrollment of first participantWithdrawn: Study halted prematurely, prior to enrollment of first participant"",""6 Study halted prematurely but potentially will resume""}","{NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PartialThromboplastinTime,Partial Thromboplastin Time,UDE,1,serum measurement of partial thromboplastin time,serum measurement of partial thromboplastin time,NUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdtrcpstmrkt_srvllnce,Pediatric postmarket surveillance of a device product,CDE,1,"Indication that a clinical study that includes a U.S. FDA-regulated device product is a pediatric postmarket surveillance of a device product ordered under section 522 of the Federal Food, Drug, and Cosmetic Act.","Indication that a clinical study that includes a U.S. FDA-regulated device product is a pediatric postmarket surveillance of a device product ordered under section 522 of the Federal Food, Drug, and Cosmetic Act.",ALPHANUMERIC,,1,,,"{no,yes}","{""no study does not include postmarket surveillance of a device product"",""yes study includes postmarket surveillance of a device product""}","{NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_Sex,Person Sex,CDE,1,The assemblage of physical properties or qualities by which male is distinguished from female,The assemblage of physical properties or qualities by which male is distinguished from female,ALPHANUMERIC,,1,,,"{A,M,F,U}","{""A rare congenital abnormality in which the infant's external genitalia do not have the typical appearance of a male's or female's genitalia."",""A person who belongs to the sex that normally produces sperm. The term is used to indicate biological sex distinctions, cultural gender role distinctions, or both."",""A person who belongs to the sex that normally produces ova. The term is used to indicate biological sex distinctions, or cultural gender role distinctions, or both."",""Not known, not observed, not recorded, or refused.""}","{NULL,NULL,NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIntrvtns,PreHospital Interventions,CDE,1,Interventions performed in the PreHospital setting,Prehospital interventions,ALPHANUMERIC,,2,,,"{Tourniquet,AED,None,CPR,Other,Unknown}","{Tourniquet,AED,None,CPR,Other,Unknown}","{NULL,NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phnnum,Phone number,CDE,1,"Toll free phone number of the Central Contact Person. Use the format 800-555-5555 within the United States and Canada. If outside the United States and Canada, provide the full phone number, including the country code.","Toll free phone number of the Central Contact Person. Use the format 800-555-5555 within the United States and Canada. If outside the United States and Canada, provide the full phone number, including the country code.",ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platelet,Platelet,UDE,1,total patlet count value,total patlet count value,NUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PotassiumLevel,Potassium Level,UDE,1,serum measurement of potassium,serum measurement of potassium,NUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrdctmnfctdUSA,Product manufactured in and exported from the US,CDE,1,"Whether any drug product (including a biological product) or device product studied in the clinical study is manufactured in the United States or one of its territories and exported for study in a clinical study in another country. Required if U.S. FDA-regulated Drug and/or U.S. FDA-regulated Device is ""Yes,"" U.S. FDA IND or IDE is ""No"", and Facility Information does not include at least one U.S. location.",Whether any drug product (including a biological product) or device product studied in the clinical study is manufactured in the United States or one of its territories and exported for study in a clinical study in another country.,ALPHANUMERIC,,1,,,"{no,yes}","{""no product not manufactured or exported from the US"",""yes product manufactured or exported in the US""}","{NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prmrycmpltndte,Primary completion date,CDE,1,"The date that the final participant was examined or received an intervention for the purposes of final collection of data for the primary outcome, whether the clinical study concluded according to the pre-specified protocol or wasThe date that the final participant was examined or received an intervention for the purposes of final collection of data for the primary outcome, whether the clinical study concluded according to the pre-specified protocol or was terminated. In the case of clinical studies with more than one primary outcome measure with different completion dates, this term refers to the date on which data collection is completed for all of the primary outcomes.  terminated. In the case of clinical studies with more than one primary outcome measure with different completion dates, this term refers to the date on which data collection is completed for all of the primary outcomes.",The date that the final participant was examined or received an intervention for the purposes of final collection fo data for the primary outcomes.,DATE,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prmrydsse_cndtn,Primary disease or condition,CDE,1,"Primary disease or condition being studied in the trial, or the focus of the study","The name(s) of the disease(s) or condition(s) studied in the clinical study, or the focus of the clinical study.",ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prmryotcmmeasr_dscrptn,Primary outcome measure description,CDE,1,"Description of the metric used to characterize the specific primary outcome measure, if not included in the primary outcome measure title.","Description of the metric used to characterize the specific primary outcome measure, if not included in the primary outcome measure title.",ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prmryotcmmeasr_tmfrm,Primary outcome measure timeframe,CDE,1,Time point(s) at which the measurement is assessed for the specific metric used. The description of the time point(s) of assessment must be specific to the outcome measure and is generally the specific duration of time over which each participant is assessed (not the overall duration of the study).,Time point(s) at which the measurement is assessed for the specific metric used.,ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prmryotcmmeasr_ttl,Primary outcome measure title,CDE,1,Name of the specific primary outcome measure,Name of the specific primary outcome measure,ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protime,Protime,UDE,1,serum measurement of protime,serum measurement of protime,NUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prtclidnum,Protocol identification number,CDE,1,Any unique identifying assigned to the protocol by the sponsor.,Any unique identifying assigned to the protocol by the sponsor.,ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMdHxCrdcDsse,Past medical history - Cardiac disease,UDE,1,Past medical history of the subject includes cardiac disease,Past medical history of the subject includes cardiac disease,ALPHANUMERIC,,1,,,"{4,1,2,3}","{""coronary artery disease"",""cardiac dysrhythmia"",""acute myocardial infarction (<12mo)"",""congestive heart failure""}","{NULL,NULL,NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMdHxEndcneDsse,Past medical history - Endocrine disease,UDE,1,Past medical history of the subject includes endocrine disease,Past medical history of the subject includes endocrine disease,ALPHANUMERIC,,1,,,"{2,1}","{""diabetes insulin dependent"",""diabetes mellitus NFS""}","{NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMdHxHemDsse,Past medical history - hematologic disease,UDE,1,Past medical history of the subject includes hematolgic disease,Past medical history of the subject includes hematologic disease,ALPHANUMERIC,,1,,,{1},"{""coumadin therapy""}",{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMdHxLvrDsse,Past medical history - liver disease,UDE,1,Past medical history of the subject includes liver disease,Past medical history of the subject includes liver disease,ALPHANUMERIC,,1,,,{1},{hepatitis},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMdHxMlgncy,Past medical history - malignancy,UDE,1,Past medical history of the subject includes malignancy,Past medical history of the subject includes malignancy,ALPHANUMERIC,,1,,,"{1,2}","{lymphoma,other}","{NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMdHxNerodsse,Past medical history - neurological disease,UDE,1,Past medical history of the subject includes neurological disease,Past medical history of the subject includes neurological disease,ALPHANUMERIC,,1,,,"{3,2,1}","{""other brain development issues"",depression,""bipolar affective disorder""}","{NULL,NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMdHxNne,Past medical history - None,UDE,1,Subject has no past medical history,Subject has no past medical history,ALPHANUMERIC,,1,,,{1},{none},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMdHxOthr,Past medical history - other,UDE,1,Past medical history of the subject includes other than list,Past medical history of the subject includes other than list,ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMdHxPstSrgry,Past medical history - past surgery,UDE,1.1,Past medical history of the subject includes past surgeries,Past medical history of the subject includes past surgeries,ALPHANUMERIC,,1,,,"{2,3,1,4,5}","{""Cardiac Surgery"",Cholecystectomy,Appendectomy,C-Section,Other}","{NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMdHxRsprtryDsse,Past medical history - respiratory disease,UDE,1,Past medical history of the subject includes respriatory disease,Past medical history of the subject includes respiratory disease,ALPHANUMERIC,,1,,,"{1,2}","{""asthma on bronchodilator"",""ashtma NSFS""}","{NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMdhxSclHx,Past medical history - social history,UDE,1,Past medical history of the subject includes social history,Past medical history of the subject includes social history,ALPHANUMERIC,,1,,,"{5,2,4,7,6,1,3}","{""non=intravenous drug abuse disorder"",ADD/ADHS,""intravenous drug abuse disorder"",""unspecified drug dependence disorder"",""tobacco use"",""alcohol dependence/disorder"",""Do not resuscitate""}","{NULL,NULL,NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMdHxThydDsse,Past medical history - thyroid disease,UDE,1,Past medical history of the subject includes thyroid disease,Past medical history of the subject includes thyroid disease,ALPHANUMERIC,,1,,,{1},{hypothyroidism},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMdHxVsclrDsse,Past medical hsitory - vascular disease,UDE,1,Past medical history of the subject includes vascular disease,Past medical history of the subject includes vascular disease,ALPHANUMERIC,,1,,,"{1,2}","{""deep vein thrombosis"",hypertension}","{NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMedHxCrdcDsse,Past medical history - Cardiac disease,UDE,1,Past medical history of the subject includes cardiac disease,Past medical history of the subject includes cardiac disease,ALPHANUMERIC,,2,,,"{""Coronary Artery Disease"",""Cardiac dysrhythmia"",""Acute Myocardial Infarction ( < 12 mo.)"",""Congestive Heart Failure""}","{""Coronary artery disease"",""Cardiac dysrhythmia"",""Acute myocardial infarction (<12mo)"",""Congestive heart failure""}","{NULL,NULL,NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMedHxEndcneDsse,Past medical history - Endocrine disease,UDE,1,Past medical history of the subject includes endocrine disease,Past medical history of the subject includes endocrine disease,ALPHANUMERIC,,2,,,"{""Diabetes Mellitus NFS"",""Diabetes, insulin dependent""}","{""Diabetes Mellitus NFS"",""Diabetes, insulin dependent""}","{NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMedHxHemDsse,Past medical history - Hematologic disease,UDE,1,Past medical history of the subject includes hematolgic disease,Past medical history of the subject includes hematologic disease,ALPHANUMERIC,,2,,,"{""Coumadin Therapy""}","{""Coumadin Therapy""}",{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMedHxLvrDsse,Past medical history - Liver disease,UDE,1,Past medical history of the subject includes liver disease,Past medical history of the subject includes liver disease,ALPHANUMERIC,,2,,,"{""Hepatitis, unspecified (a.b.c)""}",{hepatitis},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMedHxMlgncy,Past medical history - Malignancy,UDE,1,Past medical history of the subject includes malignancy,Past medical history of the subject includes malignancy,ALPHANUMERIC,,2,,,"{Lymphomas,""Other Malignancy""}","{lymphoma,other}","{NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMedHxNerodsse,Past medical history - Neurological disease,UDE,1,Past medical history of the subject includes neurological disease,Past medical history of the subject includes neurological disease,ALPHANUMERIC,,2,,,"{""Bipolar affective disorder"",Depression,""Other brain development issues""}","{""bipolar affective disorder"",depression,""other brain development issues""}","{NULL,NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMedHxNne,Past medical history - None,UDE,1,Subject has no past medical history,Subject has no past medical history,ALPHANUMERIC,,1,,,{none},{none},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMedHxPstSrgry,Past medical history - Past Surgery,UDE,1,Past medical history of the subject includes past surgeries,Past medical history of the subject includes past surgeries,ALPHANUMERIC,,2,,,"{Appendectomy,""Cardiac Surgery"",Cholecystectomy,C-Section,""Other Surgery""}","{appendectomy,""cardiac surgery"",cholecystectomy,c-section,other}","{NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMedHxRsprtryDsse,Past medical history - Respiratory disease,UDE,1,Past medical history of the subject includes respriatory disease,Past medical history of the subject includes respiratory disease,ALPHANUMERIC,,2,,,"{""Asthma, on bronchodilator"",""Asthma NFS""}","{""asthma on bronchodilator"",""ashtma NSF""}","{NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMedhxSclHx,Past medical history - Social history,UDE,1,Past medical history of the subject includes social history,Past medical history of the subject includes social history,ALPHANUMERIC,,2,,,"{""Alcohol dependence/Disorder"",""Do not Resuscitate (DNR)"",""Intravenous drug abuse-Disorder (NTDB)"",""Non-Intravenous drug abuse-Disorder"",""Tobacco use"",""Unspecified drug dependence-Disorder (NTDB)"",ADD/ADHD}","{""alcohol dependence/disorder"",""Do not resuscitate"",""intravenous drug abuse disorder"",""non=intravenous drug abuse disorder"",""tobacco use"",""unspecified drug dependence disorder"",ADD/ADHD}","{NULL,NULL,NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMedHxThydDsse,Past medical history - Thyroid disease,UDE,1,Past medical history of the subject includes thyroid disease,Past medical history of the subject includes thyroid disease,ALPHANUMERIC,,2,,,{Hypothyroidism},{hypothyroidism},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstMedHxVsclrDsse,Past medical history - Vascular disease,UDE,1,Past medical history of the subject includes vascular disease,Past medical history of the subject includes vascular disease,ALPHANUMERIC,,2,,,"{""Deep vein thrombosis"",Hypertension}","{""deep vein thrombosis"",hypertension}","{NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RaceUSACat,Race USA Category,CDE,1,Category of ethnicity the participant/subject most closely identifies with,Category of ethnicity the participant/subject most closely identifies with,ALPHANUMERIC,,2,,,"{""Not reported"",Asian,Unknown,""American Indian or Alaska Native"",""Black or African-American"",""Native Hawaiian or Other Pacific Islander"",White}","{""6=not provided or unavailable"",""2=A person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India"",""999=could not be determined or unsure"",""1=A person having orginins in any of the original pepoles of North and South America (including Central America), and who maintains tribal affiliation or community attachment"",""3=a person having origins in any of the black racial groups of Africa"",""4=a person having origins in any of the original peoples of Hawaii, Guam, SAmoa, or other Pactific Islands"",""5=a person having origins in any of the original peoples of Europe, the Middle East, or North Africa""}","{6,2,999,1,3,4,5}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rcrdvrfctndte,Record verification date,CDE,1,"The date on which the responsible party last verified the information in the entire expanded acces record, even if no additional orupdated information is being submitted","The date on which the responsible party last verified the information in the entire expanded acces record, even if no additional orupdated information is being submitted",DATE,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RespRate,Respiratory Rate,CDE,1,Rate of the participant/subject's breathing (inhalation and exhalation).,Rate of the participant/subject's breathing (inhalation and exhalation).,NUMERIC,120,0,0,120,{NULL},{NULL},{NULL},Breaths per minute,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rspnsblprty,Responsible party by official title,CDE,1,"An indication of whether the responsible party is the sponsor, the sponsor-investigator, or a principal investigator designated by the sponsor to be the responsible party.","An indication of whether the responsible party is the sponsor, the sponsor-investigator, or a principal investigator designated by the sponsor to be the responsible party.",ALPHANUMERIC,,1,,,"{Sponsor,Sponsor-Investigator,""Principal investigator""}","{""The entity (for example, corporation or agency) that initiates the study"",""The individual who both initiates and conducts the study"",""The individual designated as responsible party by the sponsor""}","{NULL,NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTS,Revised Trauma Score,UDE,1,A physiogical scoring system for predicting death.,A physiological scoring system for predicting death,ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTSAdm05,RTS Adm 05,UDE,1,A physiogical scoring system for predicting death.,A physiological scoring system for predicting death,NUMERIC,8,0,0,8,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sampmethd,Sampling method,CDE,1,"A description of the population from which the groups or cohorts will be selected (for example, primary care clinic, community sample, residents of a certain town).","A description of the population from which the groups or cohorts will be selected (for example, primary care clinic, community sample, residents of a certain town).",ALPHANUMERIC,,1,,,"{non-probability,probability}","{""any of a variety of other sampling proccess"",""exclusively rnadomprocess to guarantee that each participant has specified chance of selection""}","{NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scndryidnum,Secondary identification number,CDE,1,"An idenfitier(s), if any, other than the organization's unique protocol identification number or the NCT number that is assigned to the study","This includes any unique clinical stdy identifiers assigned by other clinical trial registries. If the clnical study is funded inwhiole or in part by a US Federal Government agency, the complete grant or contract nubmer must be submitted as a Secondary ID",ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scndryidtyp,Secondary identification type,CDE,1,A description of the type of Secondary ID,A description of the type of Secondary ID,NUMERIC,,1,,,"{4,5,2,3,1}","{""4=EudraCT Number"",""5=Other Identifier"",""2=Other Grant/Funding Numer"",""3=Registry Identifier"",""1=US National Institute of Health (NIH) Grant/Contract Award Number""}","{NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scndryidtyp_othr,"Secondary identification type, other description",CDE,1,"If a Secondary ID Type of ""Other"" is given provide the name of the funding organization, clinical trial registr, or organization that issued the identfier","This includes any unique clinical stdy identifiers assigned by other clinical trial registries. If the clnical study is funded inwhiole or in part by a US Federal Government agency, the complete grant or contract nubmer must be submitted as a Secondary ID",ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,no references available,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scndryotcmmeasr_dscrptn,Secondary outcome measure description,CDE,1,"Description of the metric used to characterize the specific secondary outcome measure, if not included in the secondary outcome measure title.","Description of the metric used to characterize the specific secondary outcome measure, if not included in the secondary outcome measure title.",ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scndryotcmmeasr_tmfrm,Secondary outcome measure timeframe,CDE,1,Time point(s) at which the measurement is assessed for the specific metric used. The description of the time point(s) of assessment must be specific to the outcome measure and is generally the specific duration of time over which each participant is assessed (not the overall duration of the study).,Time point(s) at which the measurement is assessed for the specific metric used.,ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scndryotcmmeasr_ttl,Secondary outcome measure title,CDE,1,Name of the specific secondary outcome measure,Name of the specific secondary outcome measure,ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SiteName,Site name,CDE,1,The name of the site for the study,The name of the site for the study,ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,Name of the site:,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
