variable name,title,query_engine,variable name_query_result,query_text_result,node_id_result,variable name_result,title_result,element type_result,definition_result,short description_result,datatype_result,input restriction_result,minimum value_result,maximum value_result,data element concept identifiers_result,data element concept names_result,permissible values_result,permissible value descriptions_result,permissible value concept identifiers_result,permissible value concept names_result,unit of measure_result,preferred question text_result,creation date_result,last change date_result,score_result
Intrvnts,Interventions,title,Intrvnts,Interventions,ea4a8469-bb45-456e-95aa-20e55082b68b,InpatientTherTherapeuticInd,Inpatient Therapy Therapeutic Therapy indicator,Unique Data Element,Indicator of whether Inpatient Therapy Therapeutic Therapy was selected or not,Indicator of whether Inpatient Therapy Therapeutic Therapy was selected or not,Alphanumeric,Single Pre-Defined Value Selected,,,,,0|1,Not Checked|Checked,,,,,6/4/2019,6/12/2019,0.32491383
Intrvnts,Interventions,title,Intrvnts,Interventions,267855a7-35d0-4afb-8086-547edf417ec7,TreatmtProtcl,Treatment protocol,Unique Data Element,Describes the treatments applied to the biological material prior to extract preparation.,Describes the treatments applied to the biological material prior to extract preparation.,Alphanumeric,Free-Form Entry,,,,,,,,,,,,8/17/2015,0.24342337
Intrvnts,Interventions,title,Intrvnts,Interventions,2331614d-0def-4eab-ae24-d140ab583ede,TherpyRehabTyp,Therapy or rehabilitation type,Common Data Element,Type of therapy or rehabilitation services received by the participant/subject,Type of therapy or rehabilitation services received by the participant/subject,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"Adaptive physical education|Behavior support plan|Crisis management plan|Dietary|Occupational therapy|Other, specify|Physical therapy|Psychological|Recreational|Sensory integration therapy|Social skills training|Speech therapy|Vocational","Adaptive physical education|Behavior support plan|Crisis management plan|Dietary|Occupational therapy|Other, specify|Physical therapy|Psychological|Recreational|Sensory integration therapy|Social skills training|Speech therapy|Vocational",,,,Type of therapy or rehabilitation,,10/31/2019,0.093651064
Intrvnts,Interventions,title,Intrvnts,Interventions,5cb8277d-4db7-4df2-a5d0-ada9c81297bb,SurgTherapProcedurTyp,Surgical or therapeutic procedure type,Common Data Element,Type of surgical or therapeutic procedure received by the participant/subject,Type of surgical or therapeutic procedure received by the participant/subject,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"Airway surgery|Amygdalohippocampectomy|Anterior temporal lobectomy (ATL)|Anterior temporal lobectomy plus (ATL+)|Appendicectomy|Cholecystectomy|Colostomy|Corpus callosotomy|Diagnostic|Extratemporal resection (Topectomy)|Feeding tube placement|Fundoplication|Hemispherectomy|Ileostomy|Lesionectomy|Lesionectomy plus (Lesionectomy +)|Multi-lobar resection|Multiple subpial transaction|Other, specify|Other surgery, specify|Radiosurgery|Scoliosis surgery|Tendon release|Therapeutic brain stimulation|Tracheostomy|Tympanostomy tubes|Unknown|Vagus nerve stimulation (VNS) surgery","Airway surgery|Amygdalohippocampectomy|Anterior temporal lobectomy (ATL)|Anterior temporal lobectomy plus (ATL+)|Appendicectomy|Cholecystectomy|Colostomy|Corpus callosotomy|Diagnostic surgery|Extratemporal resection (Topectomy)|Feeding tube placement|Fundoplication|Hemispherectomy|Ileostomy|Lesionectomy|Lesionectomy plus (Lesionectomy +)|Multi-lobar resection|Multiple subpial transaction|Other, specify|Other surgery, specify|Radiosurgery|Scoliosis surgery|Tendon release|Therapeutic brain stimulation|Tracheostomy|Tympanostomy tubes|Unknown|Vagus nerve stimulation (VNS) surgery",,,,Surgical or therapeutic procedure,,2/13/2020,0.08883656
Intrvnts,Interventions,title,Intrvnts,Interventions,e8727254-20d2-4d59-bc85-bb75d818688e,RehabThrpyFreq,Frequency of rehabilitation or therapy,Unique Data Element,Frequency the subject participants in therpay or rehabilitation services,Frequency the subject participants in therpay or rehabilitation services,Alphanumeric,Single Pre-Defined Value Selected,,,,,"2-3 times per week|daily|less than once per week|no active treatment|Only follow-up|Only follow-up, no active treatment|Other, specify|weekly","2-3 times per week|daily|less than once per week|no active treatment|Only follow-up|Only follow-up, no active treatment|Other, specify|weekly",,,,,8/5/2014,9/26/2014,0.07011399
Intrvnts,Interventions,title,Intrvnts,Interventions,9ed40fa4-0d38-4c47-8695-d860a388bc11,SurgTherapuProcICD9CMCode,Surgical or therapeutic procedure ICD-9-CM code,Common Data Element,"Code from the International Classification of Diseases, Ninth Revision, Clinical Modification (ICD-9-CM) for the selected surgical procedure","Code from the International Classification of Diseases, Ninth Revision, Clinical Modification (ICD-9-CM) for the selected surgical procedure",Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"C|G|MB|Other, specify|S|T","Contracture Release|Gastrostomy|Muscle biopsy|Other, specify|Scoliosis|Tracheostomy",,,,Surgical procedure ICD-9-CM code,4/1/2014,10/14/2015,0.059024338
Intrvntnme,Intervention name(s),title,Intrvntnme,Intervention name(s),efac5b4d-4044-412a-8a4c-16876533cac0,ExprmntName,Experiment name,Unique Data Element,A user provided name for the experiment configuration,A user provided name for the experiment configuration,Alphanumeric,Free-Form Entry,,,,,,,,,,A user provided name for the experiment configuration.,,6/28/2019,0.5271041
Intrvntnme,Intervention name(s),title,Intrvntnme,Intervention name(s),a2c2675f-6c23-4495-bad7-c53725db9744,ReagntNam,Reagent name,Unique Data Element,The reagent name,The reagent name,Alphanumeric,Free-Form Entry,,,,,,,,,,Reagent name,3/14/2016,6/28/2019,0.46965665
Intrvntnme,Intervention name(s),title,Intrvntnme,Intervention name(s),abd2c1f6-e3d1-47db-b1a0-63582c1a6db8,ProcedureName,Procedure name,Unique Data Element,Name of procedure performed,Name of procedure performed,Alphanumeric,Free-Form Entry,,,,,,,,,,,,2/19/2015,0.4206458
Intrvntnme,Intervention name(s),title,Intrvntnme,Intervention name(s),f6762e9e-6704-4547-bf06-58db48485300,AdvEvntIntrvntActTakenTypMod,Adverse event study intervention action taken type modified,Unique Data Element,Type of action taken for adverse event in relation to study intervention modified,Type of action taken for adverse event in relation to study intervention modified,Alphanumeric,Single Pre-Defined Value Selected,,,,,Hospitalization|None|Other|Sought medical attention|Study testing interrupted/omitted|Unknown|Withdrawn from study,Hospitalization|None|Other|Sought medical attention|Study testing interrupted/omitted|Unknown|Withdrawn from study,,,,Action:,3/31/2016,4/26/2018,0.36055925
Intrvntnme,Intervention name(s),title,Intrvntnme,Intervention name(s),47b5efdb-87a2-4b86-8868-b8ff42c755d9,ExprmntSmplNam,Experiment sample name,Unique Data Element,Sample name assigned by the genotyping or sequencing service provider.,Sample name assigned by the genotyping or sequencing service provider.,Alphanumeric,Free-Form Entry,,,,,,,,,,Sample name assigned by the genotyping or sequencing service provider.,,6/28/2019,0.3526285
Intrvntnme,Intervention name(s),title,Intrvntnme,Intervention name(s),1a52806a-58b0-4cff-84c9-84b334c3e52c,AdvEvntStdyIntrvntActTakenTyp,Adverse event study intervention action taken type,Common Data Element,The type of action taken for adverse event in relation to study intervention.,The type of action taken for adverse event in relation to study intervention.,Alphanumeric,Single Pre-Defined Value Selected,,,,,None|Study Intervention Discontinued|Study Intervention Interrupted|Study Intervention Modified,None|Study Intervention Discontinued|Study Intervention Interrupted|Study Intervention Modified,,,,Action Taken with Study Intervention,,5/18/2020,0.33964548
Intrvntnme,Intervention name(s),title,Intrvntnme,Intervention name(s),c64d4999-37e3-4e97-afc6-1fdcc2e35112,AdvEvntIntrvntActTakenTypOTH,Adverse event study intervention other action taken text,Unique Data Element,Text of other specified action taken for adverse event in relation to study intervention,Text of other specified action taken for adverse event in relation to study intervention,Alphanumeric,Free-Form Entry,,,,,,,,,,"If Other, then specify:",3/31/2016,4/26/2018,0.29793167
Intrvntnme,Intervention name(s),title,Intrvntnme,Intervention name(s),0c0ce3df-bd05-4d00-b56e-a958dd6b4c85,ExprmntEquipName,Experiment equipment name,Unique Data Element,The experiment equipment name provided by the technology platform vendor.,The experiment equipment name provided by the technology platform vendor.,Alphanumeric,Free-Form Entry,,,,,,,,,,,,2/24/2015,0.25322616
Intrvntnme,Intervention name(s),title,Intrvntnme,Intervention name(s),e4ed304c-28ae-44d4-89cf-ec6e01eb391c,AnalyteNam,Analyte name,Unique Data Element,The molecule or molecular entity that is measured in an analytical procedure or assay.,The molecule or molecular entity that is measured in an analytical procedure or assay.,Alphanumeric,Free-Form Entry,,,,,,,,,,,3/14/2016,10/26/2016,0.24186273
Intrvntnme,Intervention name(s),title,Intrvntnme,Intervention name(s),516d12d4-19e5-44c7-abb4-4038e6ba795e,SubjectIDNm,Subject identification name,Common Data Element,Assigned subject identification code,Assigned subject identification code,Alphanumeric,Free-Form Entry,,,,,,,,,,SubjectID,4/1/2014,4/1/2014,0.13872384
Intrvntnm_othr,Other intervention name(s),title,Intrvntnm_othr,Other intervention name(s),c64d4999-37e3-4e97-afc6-1fdcc2e35112,AdvEvntIntrvntActTakenTypOTH,Adverse event study intervention other action taken text,Unique Data Element,Text of other specified action taken for adverse event in relation to study intervention,Text of other specified action taken for adverse event in relation to study intervention,Alphanumeric,Free-Form Entry,,,,,,,,,,"If Other, then specify:",3/31/2016,4/26/2018,0.46445164
Intrvntnm_othr,Other intervention name(s),title,Intrvntnm_othr,Other intervention name(s),5cd3e545-cc5f-4388-8beb-6285f6de8def,ClincnCareTypOTH,Other specify,Unique Data Element,Free form text specifying information,Free form text specifying information,Alphanumeric,Free-Form Entry,,,,,,,,,,,5/15/2019,6/12/2019,0.34206071
Intrvntnm_othr,Other intervention name(s),title,Intrvntnm_othr,Other intervention name(s),97f9f617-6d6d-4b46-8db1-7f4972827140,MedicationOtherSpecifyTxt,Medication other specify text,Unique Data Element,Medication other specify text,Medication other specify text,Alphanumeric,Free-Form Entry,,,,,,,,,,Please specify,12/21/2017,2/16/2018,0.3364225
Intrvntnm_othr,Other intervention name(s),title,Intrvntnm_othr,Other intervention name(s),7f898ccf-00eb-45ee-8e48-0287be228bb6,MedTypOTH,Medication type other text,Unique Data Element,The free-text related to 'MedTyp' specifying other text.,The free-text related to 'MedTyp' specifying other text.,Alphanumeric,Free-Form Entry,,,,,,,,,,,,2/25/2015,0.29067272
Intrvntnm_othr,Other intervention name(s),title,Intrvntnm_othr,Other intervention name(s),7c018735-f723-491a-b53d-f4b39d7a3d9a,SurgTherapuProcICD9CMCodeOTH,Surgical or therapeutic procedure ICD-9-CM code other text,Unique Data Element,Surgical or therapeutic procedure ICD-9-CM code other text,Surgical or therapeutic procedure ICD-9-CM code other text,Alphanumeric,Free-Form Entry,,,,,,,,,,"DMD (F1514):
Procedure
-----
MG (F1063):
Reason
-----
NMD (F1063):
Reason
-----
SCI (F0819):
Surgical procedures on the urinary tract
-----
SCI (F0822):
Surgical procedures on the gastrointestinal tract
-----
SMA (F1075):
Reason
-----
STROKE (F1180):
Surgical or Therapeautic Procedure",6/5/2014,6/5/2014,0.26662338
Intrvntnm_othr,Other intervention name(s),title,Intrvntnm_othr,Other intervention name(s),add4fb76-92ea-454b-865a-f57aa6df1258,SubstanceTypOTH,Substance used type other text,Common Data Element,"Free text, related to 'Substance used type', specifying other text","Free text, related to 'Substance used type', specifying other text",Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, specify",11/21/2016,9/20/2019,0.087039314
Intrvntnm_othr,Other intervention name(s),title,Intrvntnm_othr,Other intervention name(s),839302fa-ea74-4c4d-a4c2-501ada0ecdaf,InjPracticeTypOTH,Injury practice type other text,Unique Data Element,the free-text field related to 'InjPracticeTyp' specifying other text,the free-text field related to 'InjPracticeTyp' specifying other text,Alphanumeric,Free-Form Entry,,,,,,,,,,,2/16/2016,6/10/2016,0.0857763
Intrvntnm_othr,Other intervention name(s),title,Intrvntnm_othr,Other intervention name(s),04242ea3-9045-4aa9-ab17-3b0c14d87fc1,OtherSpecifyTxt,Other Specify Text,Unique Data Element,"Text of other, specify field","Text of other, specify field",Alphanumeric,Free-Form Entry,,,,,,,,,,"Other, Specify",9/8/2017,2/21/2018,0.08273115
Intrvntnm_othr,Other intervention name(s),title,Intrvntnm_othr,Other intervention name(s),dc7eabaf-2f8f-4641-b18a-efc6246f90ee,CPTCodeOTH,CPT code other text,Unique Data Element,"The free-text related to ""CPTCode"" to capture other text when the numeric values are not applicable.","The free-text related to ""CPTCode"" to capture other text when the numeric values are not applicable.",Alphanumeric,Free-Form Entry,,,,,,,,,,,2/29/2016,4/4/2016,0.056420755
Intrvntnm_othr,Other intervention name(s),title,Intrvntnm_othr,Other intervention name(s),4aca55aa-90f6-434a-a0ea-24f7091270af,ContextTypeOTH,Context type other text,Common Data Element,The free-text related to ContextType specifying other text,The free-text related to ContextType specifying other text,Alphanumeric,Free-Form Entry,,,C0449255,Context,,,,,,"Other, specify",,7/13/2023,0.052017905
InjuryTypeDescrip,Injury Type Descrip,title,InjuryTypeDescrip,Injury Type Descrip,955f22ba-c86c-430e-806c-4416864e4654,InjuryTyp,Injury Type,Unique Data Element,Injury Type,Injury Type,Alphanumeric,Single Pre-Defined Value Selected,,,,,Blunt|Mixed/Combination|Other,Blunt|Mixed/Combination|Other,,,,Injury Type,7/30/2020,8/12/2020,0.8065941
InjuryTypeDescrip,Injury Type Descrip,title,InjuryTypeDescrip,Injury Type Descrip,8a8e692e-d361-4117-b1e7-85347db138c7,InjPlcOccncTyp,Injury place occurrence type,Common Data Element,Classification of the place/setting at which the traumatic brain injury occurred,Classification of the place/setting at which the traumatic brain injury occurred,Alphanumeric,Single Pre-Defined Value Selected,,,,,"Home/domestic|Military deployment|Other, specify|Public location (e.g. bar, station, nightclub)|Sport/recreation|Street/highway|Work/school","Home/domestic|Military deployment|Other, specify|Public location (e.g. bar, station, nightclub)|Sport/recreation|Street/highway|Work/school",,,,Injury place of occurrence type,,10/31/2019,0.7467244
InjuryTypeDescrip,Injury Type Descrip,title,InjuryTypeDescrip,Injury Type Descrip,de149498-fa31-44f6-ae9d-400d3ddefd2d,InjCauseTyp,Injury cause type,Common Data Element,The type as related to the classification of the external cause of the injury,The type as related to the classification of the external cause of the injury,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"Accidental falls|Accidental poisoning by drugs, medicinal substances, and biologicals|Accidental poisoning by other solid and liquid substances, gases, and vapors|Accidents caused by fire and flames|Accidents caused by submersion, suffocation, and foreign bodies|Accidents due to natural and environmental factors (e900-e909)|Air and space transport accidents|Drugs, medicinal and biological substances causing adverse effects in therapeutic use|Homicide and injury purposely inflicted by other persons|Injury resulting from operations of war|Injury undetermined whether accidentally or purposely inflicted|Late effects of accidental injury|Legal intervention|Misadventures to patients during surgical and medical care|Motor vehicle nontraffic accidents|Motor vehicle traffic accidents|Other accidents|Other road vehicle accidents|Railway accidents|Suicide and self-inflicted injury|Surgical and medical procedures as the cause of abnormal reaction of patient or later complication, without mention of misadventure at the time of procedure|Terrorism|Vehicle accidents not elsewhere classifiable|Water transport accidents","Accidental falls (e880-e888)|Accidental poisoning by drugs, medicinal substances, and biologicals (e850-e858)|Accidental poisoning by other solid and liquid substances, gases, and vapors (e860-e869)|Accidents caused by fire and flames (e890-e899)|Accidents caused by submersion, suffocation, and foreign bodies (e910-e915)|Accidents due to natural and environmental factors (e900-e909)|Air and space transport accidents (e840-e845)|Drugs, medicinal and biological substances causing adverse effects in therapeutic use (e930-e949)|Homicide and injury purposely inflicted by other persons (e960-e969)|Injury resulting from operations of war (e990-e999|Injury undetermined whether accidentally or purposely inflicted (e980-e989)|Late effects of accidental injury (e929)|Legal intervention (e970-e978)|Misadventures to patients during surgical and medical care (e870-e876)|Motor vehicle nontraffic accidents (e820-e825)|Motor vehicle traffic accidents (e810-e819)|Other accidents (e916-e928)|Other road vehicle accidents (e826-e829)|Railway accidents (e800-e807)|Suicide and self-inflicted injury (e950-e959)|Surgical and medical procedures as the cause of abnormal reaction of patient or later complication, without mention of misadventure at the time of procedure (e878-e879)|Terrorism (e979)|Vehicle accidents not elsewhere classifiable (e846-e848)|Water transport accidents (e830-e838)",,,,Cause of injury,,10/31/2019,0.72265774
InjuryTypeDescrip,Injury Type Descrip,title,InjuryTypeDescrip,Injury Type Descrip,d9105b7e-3cae-4487-a76c-86e704338fed,InjuryCauseTyp,Injury cause type,Unique Data Element,Injury cause type,Injury cause type,Alphanumeric,Single Pre-Defined Value Selected,,,,,Air Sports|Assaults with Blunt Instrument|ATV/ATC/Go-Cart|Bicycle|Fall|Field/Track Sports|Gunshot Wound|Gymnastic Activities|Hit by Falling/Flying Object|Motorcycle|Motor Vehicle|Other Sports|Other (Unclassified)|Other Vehicular|Other Violence|Pedestrian|Unknown|Water Sports|Winter Sports,Air Sports|Assaults with Blunt Instrument|ATV/ATC/Go-Cart|Bicycle|Fall|Field/Track Sports|Gunshot Wound|Gymnastic Activities|Hit by Falling/Flying Object|Motorcycle|Motor Vehicle|Other Sports|Other (Unclassified)|Other Vehicular|Other Violence|Pedestrian|Unknown|Water Sports|Winter Sports,,,,,8/24/2015,10/6/2017,0.72265774
InjuryTypeDescrip,Injury Type Descrip,title,InjuryTypeDescrip,Injury Type Descrip,fb47b070-98e4-4cd2-a3b1-6adcb8812b4e,InjIntentTyp,Intent of injury type,Unique Data Element,The type of intent of injury,The type of intent of injury,Alphanumeric,Single Pre-Defined Value Selected,,,,,Assault|Self-inflicted|Suspected child abuse|Unintentional,Assault|Self-inflicted|Suspected child abuse|Unintentional,,,,,,2/19/2015,0.65061885
InjuryTypeDescrip,Injury Type Descrip,title,InjuryTypeDescrip,Injury Type Descrip,2480be55-3f8b-47fb-a627-191751dec371,MechInjInd,Mechanism of Injury Indicator,Unique Data Element,Indicates how participant got brain injury,Indicates how participant got brain injury,Alphanumeric,Free-Form Entry,,,,,,,,,,,2/2/2016,9/2/2016,0.60984695
InjuryTypeDescrip,Injury Type Descrip,title,InjuryTypeDescrip,Injury Type Descrip,eeb5707d-fd3c-485e-b9b8-8f79581f42e8,InjuryTypOthTxt,Injury Type other text,Unique Data Element,Injury Type other text,Injury Type other text,Alphanumeric,Free-Form Entry,,,,,,,,,,Injury Type Other Text,7/30/2020,8/12/2020,0.59993863
InjuryTypeDescrip,Injury Type Descrip,title,InjuryTypeDescrip,Injury Type Descrip,8d086b67-b2c1-4575-abfa-9641fe4d3902,InjMannerTyp,Manner of injury type,Unique Data Element,Manner of injury type,Manner of injury type,Alphanumeric,Single Pre-Defined Value Selected,,,,,Blunt|Penetrating,Blunt|Penetrating,,,,,,2/19/2015,0.57362044
InjuryTypeDescrip,Injury Type Descrip,title,InjuryTypeDescrip,Injury Type Descrip,c0b3b9be-ae76-4b4d-a691-988267c24597,MechInjTyp,Mechanism of injury type,Unique Data Element,Mechanism of injury type,Mechanism of injury type,Alphanumeric,Single Pre-Defined Value Selected,,,,,Cut/Pierce/Stab|Cyclist non MV|Fall|Firearm|Machinery|MVA-Cyclist|MVA-driver|MVA-Motorcyclist-Driver|MVA-Motorcyclist-Passenger|MVA-passenger|MVA-Pedestrian|MVA-Unknown|Struck by or against|Suspected shaking,Cut/Pierce/Stab|Cyclist non MV|Fall|Firearm|Machinery|MVA-Cyclist|MVA-driver|MVA-Motorcyclist-Driver|MVA-Motorcyclist-Passenger|MVA-passenger|MVA-Pedestrian|MVA-Unknown|Struck by or against|Suspected shaking,,,,,,2/19/2015,0.546813
InjuryTypeDescrip,Injury Type Descrip,title,InjuryTypeDescrip,Injury Type Descrip,b26a72dd-94a4-4414-b856-af84cd4b4380,MechInjOthInd,Mechanism of injury other indicator,Unique Data Element,Indicates the mechanism of injury is other,Indicates the mechanism of injury is other,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Yes,No|Yes,,,,,5/16/2016,6/28/2016,0.2779519
InjryTypDscrptn,Injury Type Descrip,title,InjryTypDscrptn,Injury Type Descrip,955f22ba-c86c-430e-806c-4416864e4654,InjuryTyp,Injury Type,Unique Data Element,Injury Type,Injury Type,Alphanumeric,Single Pre-Defined Value Selected,,,,,Blunt|Mixed/Combination|Other,Blunt|Mixed/Combination|Other,,,,Injury Type,7/30/2020,8/12/2020,0.8065941
InjryTypDscrptn,Injury Type Descrip,title,InjryTypDscrptn,Injury Type Descrip,8a8e692e-d361-4117-b1e7-85347db138c7,InjPlcOccncTyp,Injury place occurrence type,Common Data Element,Classification of the place/setting at which the traumatic brain injury occurred,Classification of the place/setting at which the traumatic brain injury occurred,Alphanumeric,Single Pre-Defined Value Selected,,,,,"Home/domestic|Military deployment|Other, specify|Public location (e.g. bar, station, nightclub)|Sport/recreation|Street/highway|Work/school","Home/domestic|Military deployment|Other, specify|Public location (e.g. bar, station, nightclub)|Sport/recreation|Street/highway|Work/school",,,,Injury place of occurrence type,,10/31/2019,0.7467244
InjryTypDscrptn,Injury Type Descrip,title,InjryTypDscrptn,Injury Type Descrip,de149498-fa31-44f6-ae9d-400d3ddefd2d,InjCauseTyp,Injury cause type,Common Data Element,The type as related to the classification of the external cause of the injury,The type as related to the classification of the external cause of the injury,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"Accidental falls|Accidental poisoning by drugs, medicinal substances, and biologicals|Accidental poisoning by other solid and liquid substances, gases, and vapors|Accidents caused by fire and flames|Accidents caused by submersion, suffocation, and foreign bodies|Accidents due to natural and environmental factors (e900-e909)|Air and space transport accidents|Drugs, medicinal and biological substances causing adverse effects in therapeutic use|Homicide and injury purposely inflicted by other persons|Injury resulting from operations of war|Injury undetermined whether accidentally or purposely inflicted|Late effects of accidental injury|Legal intervention|Misadventures to patients during surgical and medical care|Motor vehicle nontraffic accidents|Motor vehicle traffic accidents|Other accidents|Other road vehicle accidents|Railway accidents|Suicide and self-inflicted injury|Surgical and medical procedures as the cause of abnormal reaction of patient or later complication, without mention of misadventure at the time of procedure|Terrorism|Vehicle accidents not elsewhere classifiable|Water transport accidents","Accidental falls (e880-e888)|Accidental poisoning by drugs, medicinal substances, and biologicals (e850-e858)|Accidental poisoning by other solid and liquid substances, gases, and vapors (e860-e869)|Accidents caused by fire and flames (e890-e899)|Accidents caused by submersion, suffocation, and foreign bodies (e910-e915)|Accidents due to natural and environmental factors (e900-e909)|Air and space transport accidents (e840-e845)|Drugs, medicinal and biological substances causing adverse effects in therapeutic use (e930-e949)|Homicide and injury purposely inflicted by other persons (e960-e969)|Injury resulting from operations of war (e990-e999|Injury undetermined whether accidentally or purposely inflicted (e980-e989)|Late effects of accidental injury (e929)|Legal intervention (e970-e978)|Misadventures to patients during surgical and medical care (e870-e876)|Motor vehicle nontraffic accidents (e820-e825)|Motor vehicle traffic accidents (e810-e819)|Other accidents (e916-e928)|Other road vehicle accidents (e826-e829)|Railway accidents (e800-e807)|Suicide and self-inflicted injury (e950-e959)|Surgical and medical procedures as the cause of abnormal reaction of patient or later complication, without mention of misadventure at the time of procedure (e878-e879)|Terrorism (e979)|Vehicle accidents not elsewhere classifiable (e846-e848)|Water transport accidents (e830-e838)",,,,Cause of injury,,10/31/2019,0.72265774
InjryTypDscrptn,Injury Type Descrip,title,InjryTypDscrptn,Injury Type Descrip,d9105b7e-3cae-4487-a76c-86e704338fed,InjuryCauseTyp,Injury cause type,Unique Data Element,Injury cause type,Injury cause type,Alphanumeric,Single Pre-Defined Value Selected,,,,,Air Sports|Assaults with Blunt Instrument|ATV/ATC/Go-Cart|Bicycle|Fall|Field/Track Sports|Gunshot Wound|Gymnastic Activities|Hit by Falling/Flying Object|Motorcycle|Motor Vehicle|Other Sports|Other (Unclassified)|Other Vehicular|Other Violence|Pedestrian|Unknown|Water Sports|Winter Sports,Air Sports|Assaults with Blunt Instrument|ATV/ATC/Go-Cart|Bicycle|Fall|Field/Track Sports|Gunshot Wound|Gymnastic Activities|Hit by Falling/Flying Object|Motorcycle|Motor Vehicle|Other Sports|Other (Unclassified)|Other Vehicular|Other Violence|Pedestrian|Unknown|Water Sports|Winter Sports,,,,,8/24/2015,10/6/2017,0.72265774
InjryTypDscrptn,Injury Type Descrip,title,InjryTypDscrptn,Injury Type Descrip,fb47b070-98e4-4cd2-a3b1-6adcb8812b4e,InjIntentTyp,Intent of injury type,Unique Data Element,The type of intent of injury,The type of intent of injury,Alphanumeric,Single Pre-Defined Value Selected,,,,,Assault|Self-inflicted|Suspected child abuse|Unintentional,Assault|Self-inflicted|Suspected child abuse|Unintentional,,,,,,2/19/2015,0.65061885
InjryTypDscrptn,Injury Type Descrip,title,InjryTypDscrptn,Injury Type Descrip,2480be55-3f8b-47fb-a627-191751dec371,MechInjInd,Mechanism of Injury Indicator,Unique Data Element,Indicates how participant got brain injury,Indicates how participant got brain injury,Alphanumeric,Free-Form Entry,,,,,,,,,,,2/2/2016,9/2/2016,0.60984695
InjryTypDscrptn,Injury Type Descrip,title,InjryTypDscrptn,Injury Type Descrip,eeb5707d-fd3c-485e-b9b8-8f79581f42e8,InjuryTypOthTxt,Injury Type other text,Unique Data Element,Injury Type other text,Injury Type other text,Alphanumeric,Free-Form Entry,,,,,,,,,,Injury Type Other Text,7/30/2020,8/12/2020,0.59993863
InjryTypDscrptn,Injury Type Descrip,title,InjryTypDscrptn,Injury Type Descrip,8d086b67-b2c1-4575-abfa-9641fe4d3902,InjMannerTyp,Manner of injury type,Unique Data Element,Manner of injury type,Manner of injury type,Alphanumeric,Single Pre-Defined Value Selected,,,,,Blunt|Penetrating,Blunt|Penetrating,,,,,,2/19/2015,0.57362044
InjryTypDscrptn,Injury Type Descrip,title,InjryTypDscrptn,Injury Type Descrip,c0b3b9be-ae76-4b4d-a691-988267c24597,MechInjTyp,Mechanism of injury type,Unique Data Element,Mechanism of injury type,Mechanism of injury type,Alphanumeric,Single Pre-Defined Value Selected,,,,,Cut/Pierce/Stab|Cyclist non MV|Fall|Firearm|Machinery|MVA-Cyclist|MVA-driver|MVA-Motorcyclist-Driver|MVA-Motorcyclist-Passenger|MVA-passenger|MVA-Pedestrian|MVA-Unknown|Struck by or against|Suspected shaking,Cut/Pierce/Stab|Cyclist non MV|Fall|Firearm|Machinery|MVA-Cyclist|MVA-driver|MVA-Motorcyclist-Driver|MVA-Motorcyclist-Passenger|MVA-passenger|MVA-Pedestrian|MVA-Unknown|Struck by or against|Suspected shaking,,,,,,2/19/2015,0.546813
InjryTypDscrptn,Injury Type Descrip,title,InjryTypDscrptn,Injury Type Descrip,b26a72dd-94a4-4414-b856-af84cd4b4380,MechInjOthInd,Mechanism of injury other indicator,Unique Data Element,Indicates the mechanism of injury is other,Indicates the mechanism of injury is other,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Yes,No|Yes,,,,,5/16/2016,6/28/2016,0.2779519
InjryDscrptn,Injury Description,title,InjryDscrptn,Injury Description,955f22ba-c86c-430e-806c-4416864e4654,InjuryTyp,Injury Type,Unique Data Element,Injury Type,Injury Type,Alphanumeric,Single Pre-Defined Value Selected,,,,,Blunt|Mixed/Combination|Other,Blunt|Mixed/Combination|Other,,,,Injury Type,7/30/2020,8/12/2020,0.8934921
InjryDscrptn,Injury Description,title,InjryDscrptn,Injury Description,0fc33d31-dc5f-4f1f-be82-66545c262b1f,InjuryLocation,Injury location,Unique Data Element,Locaiton of where the injury occurred.,Locaiton of where the injury occurred.,Alphanumeric,Free-Form Entry,,,,,,,,,,,5/28/2015,6/26/2015,0.8617963
InjryDscrptn,Injury Description,title,InjryDscrptn,Injury Description,a836ddb9-7a30-4fd2-a7dc-30fd97da582b,InjDescriptionText,Injury description text,Common Data Element,A text description of the injury event.,A text description of the injury event.,Alphanumeric,Free-Form Entry,,,,,,,,,,Description of the injury event,5/18/2015,10/31/2019,0.78093857
